Vehicle ID,Repair Date,Repair Description,Cost,Parts Replaced,Repair Shop,Mechanic,Warranty Expiry
1b7f8a0c-86dd-40ed-9267-0ef4171179e1,2025-03-20,Battery Replacement,4934.46,Alternator,"Young, Boyer and Nguyen",Marissa Johnson,2025-04-03
6b520ed4-bc7a-49d6-9dfe-8ccbc323fcc9,2025-03-26,Brake Service,3189.72,Brake Pads,"Moran, Hansen and Ryan",Debra Vazquez,2025-02-22
8c173456-2e96-45f7-ac26-aa413fb2d892,2025-02-04,Fuel System Repair,4277.25,Exhaust System,"Christensen, Pena and Wilson",Andrea Kent,2025-02-26
132c03f4-6511-4604-8756-6625cc3b6915,2025-01-31,AC Repair,3840.12,Brake Pads,Gonzalez-Freeman,Maria Phillips,2025-05-02
e3ef356a-df65-4b54-b214-77fe2e7ab95c,2025-03-27,AC Repair,4220.67,Alternator,"Thomas, Ramirez and Roberts",John Ramos,2025-05-04
d0957ac5-98f4-4848-b5b2-8d4f4805b22d,2025-01-16,Battery Replacement,394.8,Shock Absorbers,King Group,Alexis Moreno,2025-04-17
3f6687f9-3c9b-4818-a554-9c8f001e1af5,2025-05-09,Engine Repair,680.61,Shock Absorbers,Salazar LLC,Michael Henry,2025-01-09
fd71f035-3335-4431-9a59-a9ac8ab56465,2025-02-26,Transmission Repair,4643.47,Brake Pads,"Dean, Robles and Smith",Jorge Grant,2025-03-05
9a843cbd-aec9-4774-b721-3070e9dec651,2025-06-07,Brake Service,1367.2,Alternator,Wallace PLC,Mr. Sean Friedman DVM,2025-05-09
ce48d3a7-e013-41fc-9a2e-77151b56bf0f,2025-01-24,Clutch Replacement,3277.64,Radiator,Nolan-Cummings,Mark Smith,2025-06-04
8be72452-2ef2-46db-be5e-b3d0867fec1f,2025-01-16,Brake Service,4757.66,Shock Absorbers,Novak-Hester,Mark Gonzalez,2025-02-16
29a174c5-7600-47b4-9eaa-603e33e286ea,2025-02-25,Clutch Replacement,4911.09,Brake Pads,Humphrey-Vargas,Tara Pena DDS,2025-07-02
01f0dae4-f653-4326-a526-9d5a224fd303,2025-01-08,Transmission Repair,2060.64,Alternator,Lee-Randall,Elizabeth Chandler,2025-03-23
2b5549ee-40b2-4e48-9f90-4e575d844879,2025-03-24,Battery Replacement,1297.5,Exhaust System,Lloyd and Sons,David Jackson,2025-04-23
666fda8a-36cf-45e1-8aa1-06c0d0a52d92,2025-01-26,AC Repair,2655.94,Brake Pads,Patel Group,Shannon Hunter,2025-07-06
2469da93-c01e-4363-a355-5918d6ed21b6,2025-03-12,Clutch Replacement,2481.23,Timing Belt,Hahn and Sons,Micheal Johnson,2025-03-25
ff74b0bc-ad28-48de-a79b-97be96fb40a3,2025-05-30,Brake Service,2560.96,Radiator,White-Foster,Allison Harmon,2025-03-20
17471e00-ab4c-4b25-8c5f-d3884ff553e1,2025-06-24,Engine Repair,4082.99,Brake Pads,"Reeves, Reed and Rodriguez",Gerald Peters,2025-01-31
43c41888-39f4-481f-bbfb-848c83b74d5a,2025-05-24,Tire Replacement,4419.05,Shock Absorbers,Duran-Huang,David Garcia,2025-01-22
433727f0-eed3-4a76-bb0c-01047a8401a3,2025-01-06,Brake Service,1602.42,Shock Absorbers,"Wagner, Sanchez and Young",Kathleen Caldwell,2025-02-19
ef2e5ccb-93c1-449c-aa0a-a4f69ffd1d9f,2025-03-06,Clutch Replacement,658.54,Shock Absorbers,"Evans, Smith and Ewing",Jennifer Gordon,2025-01-01
63220713-df1c-4293-b8de-3c182b54c34d,2025-06-04,Clutch Replacement,209.42,Brake Pads,Evans Ltd,Michael Thornton,2025-06-07
cc689adc-67a0-40c8-a367-b895ba86ec83,2025-06-22,AC Repair,1131.77,Brake Pads,Hanna-Mccarty,Julie Brown,2025-05-18
9b7e5758-8504-4c96-9b96-199b3c1105a2,2025-06-13,Fuel System Repair,3877.39,Alternator,Esparza and Sons,Jennifer Walker,2025-04-28
df0bd82b-3fa5-4dac-ab5f-dbcbb39d950d,2025-03-08,Brake Service,3605.42,Exhaust System,Brock-Long,Timothy Lester,2025-07-10
e782d03d-3956-429d-b765-51e55bc92fdb,2025-04-06,Clutch Replacement,2668.88,Alternator,"Oconnor, Harper and Clark",Mr. Austin Bradley DVM,2025-01-22
df42525a-5ba9-4377-8457-5bf5bf84a9d0,2025-05-25,Transmission Repair,1892.82,Brake Pads,Turner Inc,Jimmy Prince,2025-03-26
4d55778e-3e64-40f1-9532-91176b6dc76a,2025-03-24,AC Repair,984.71,Brake Pads,Garcia-Martin,Brandy Ortiz,2025-03-19
ed72b24f-33c3-40e2-b517-077806499d35,2025-05-21,Tire Replacement,1012.07,Shock Absorbers,Holloway Group,Erik Michael,2025-04-02
c4748b0b-3363-44c6-859c-d5b0bcfe3fed,2025-04-05,Clutch Replacement,1567.87,Brake Pads,"Murphy, Medina and Frey",Dawn Davis,2025-01-06
eec01289-d4c2-46c1-aefd-563e39c99c72,2025-02-15,Battery Replacement,2370.08,Alternator,Carter-Miller,Jacqueline Kent,2025-03-12
c4503210-98f1-4e51-90a7-99b15c9eec9a,2025-06-25,Fuel System Repair,2619.88,Alternator,"Herrera, Bailey and Kelly",Ronald Weaver,2025-01-20
e568e43c-3af1-4440-9122-ee66f03a44a1,2025-05-19,Transmission Repair,3261.99,Radiator,Mcdowell and Sons,Jonathan Lynch,2025-06-04
ca553c39-0435-438b-9015-188dc94c42d0,2025-07-04,Engine Repair,1293.73,Exhaust System,Davis Group,Kelly Thompson,2025-05-05
2f4dad60-1c30-44b3-bfda-7e51140c721b,2025-02-14,Tire Replacement,2106.2,Timing Belt,Turner LLC,Dr. Derrick Jefferson,2025-04-02
b3c056c9-93c8-483d-b1d4-bedd5747b345,2025-05-19,Engine Repair,179.57,Exhaust System,"Byrd, Smith and Gibson",Crystal Atkinson,2025-02-17
da3e4ef0-d3f3-468d-b602-9cef5176d279,2025-05-07,AC Repair,4061.02,Shock Absorbers,Jennings-Gibson,David Collier,2025-06-03
5c5b4eff-c447-44b5-b695-e784a515f57f,2025-03-31,Clutch Replacement,4966.01,Exhaust System,Richardson-Garrison,Jose Chaney,2025-02-25
34baea66-1f4d-4b68-932a-da1301689756,2025-06-07,Transmission Repair,3167.88,Alternator,Stewart and Sons,Dustin Mendoza,2025-02-07
81119111-5997-46f2-81e7-7602fc856723,2025-06-14,Fuel System Repair,2098.24,Shock Absorbers,Boyer-Sullivan,Kevin Pruitt,2025-04-20
f2f1586d-6e1c-4671-9a9a-de0f69cf70cd,2025-05-16,Clutch Replacement,3145.86,Alternator,Hester-Johnson,Willie Herrera,2025-06-10
4997370b-0c03-4b8a-a6db-a4a31d5db2a6,2025-05-21,Transmission Repair,3512.25,Exhaust System,"Pearson, Smith and Price",Lisa Patel,2025-01-25
36dbd371-8c3e-45e1-8d01-c83850f7093f,2025-04-21,AC Repair,1240.43,Radiator,"Garrett, Hawkins and Watson",Scott Martin MD,2025-04-25
36b09cfd-8980-4889-9e53-e33e0fca8de4,2025-05-13,Brake Service,1486.38,Radiator,"Mccullough, Gutierrez and Arroyo",William Boyer,2025-05-31
000ac184-b65e-42fd-a0a6-31f135fbf4d3,2025-06-26,Transmission Repair,1496.82,Shock Absorbers,Mcconnell-Colon,Eric Acevedo,2025-01-24
7bcb2b10-86ce-4cc8-9c15-03d729e05925,2025-02-12,Brake Service,431.38,Shock Absorbers,Hayes Inc,Kathryn Bell,2025-04-09
716f58ee-e061-4162-a59f-02b17b2b89ab,2025-07-09,Clutch Replacement,3355.64,Alternator,"Arnold, Nelson and Kramer",Danielle Walls,2025-05-28
a97a75e0-17df-4d1a-b811-ab1155d6fd05,2025-02-27,Engine Repair,3134.4,Radiator,"Wright, Gray and Reyes",Kimberly Rivera,2025-06-13
d6e21a0b-8709-4d0c-b516-994cd97f0bd5,2025-02-09,Battery Replacement,1190.73,Alternator,"Simmons, Baker and Thornton",Sherri Thompson,2025-05-11
35187b8c-ffca-4610-a2c9-50c90ee4e515,2025-03-17,Engine Repair,203.16,Exhaust System,Johnson-Harris,Jonathan Little,2025-05-18
af35fb42-afbc-4ade-ab91-0df585297e14,2025-02-18,Engine Repair,1344.1,Shock Absorbers,Lam-Clark,Lauren Cooper,2025-06-16
fbf936e7-a1da-4cea-9928-e832f685213c,2025-03-28,Transmission Repair,4343.74,Radiator,"Ryan, Gordon and Butler",John Ho,2025-05-14
72397838-b407-41ab-835a-98ab7d543828,2025-03-30,Battery Replacement,4173.72,Radiator,Brown LLC,Johnny Middleton,2025-02-27
7a110759-a8ee-4384-8686-bf384a849add,2025-01-16,Brake Service,926.07,Alternator,Obrien-Bennett,Brendan Smith,2025-06-17
30a182a5-4324-4c92-bd66-9c9820c5dd3c,2025-05-08,Tire Replacement,1600.69,Timing Belt,"Oneill, Strickland and Johnson",Edwin Rodriguez,2025-05-30
66f08a36-c8bf-4019-9fe9-be36407cc591,2025-03-08,Tire Replacement,3159.18,Radiator,Nelson-Williams,Raymond Parker,2025-01-20
33f38fd5-e3a3-4f3f-b32f-a943bc6c449c,2025-02-23,Transmission Repair,1152.11,Timing Belt,"Coleman, Myers and Rodriguez",Jane Rojas,2025-01-02
a692a9b6-e025-46ad-8154-6c40e6099dd3,2025-05-22,Brake Service,4867.1,Radiator,"Johnson, Mcbride and Robinson",Kyle Hoover,2025-01-01
29154426-035e-42dd-813c-b24a8159bcd5,2025-02-23,Suspension Repair,3455.07,Exhaust System,Munoz-Goodwin,Jason Perez DVM,2025-06-29
2a710e48-5bdf-49f7-a111-47075f05d1fe,2025-06-30,Suspension Repair,3798.72,Exhaust System,Riley PLC,Pamela Fox,2025-06-01
4c9d32e7-3686-4f55-b06f-daa59c667f08,2025-03-03,Brake Service,994.38,Shock Absorbers,"Ewing, York and Randolph",Calvin Hammond,2025-06-21
dcbf1aa8-91f9-4f59-bb12-ce9991d22549,2025-04-13,Tire Replacement,1873.9,Shock Absorbers,Calderon-Jones,Andrea Costa,2025-05-28
fb3815cf-801b-4236-bc1d-3d1b07ed012c,2025-05-24,Fuel System Repair,3878.35,Timing Belt,Johnson LLC,Crystal Aguilar,2025-04-03
0f96e766-0fe9-4c76-aa36-b2b5387a8672,2025-06-12,Tire Replacement,3944.63,Brake Pads,"Osborne, Edwards and Wood",Daniel Lewis,2025-06-28
c7fea3d7-5f43-4499-ba50-2f33bcbc6f85,2025-01-17,Battery Replacement,1798.53,Radiator,"Sims, Hawkins and Gutierrez",Karina Parks,2025-03-01
df21abc6-f7a8-42ff-8eff-8b5b748321f9,2025-03-06,Battery Replacement,2315.22,Exhaust System,"Esparza, Perkins and Harris",David White,2025-06-20
c456553e-eb6b-42e4-be57-13aad8e896a0,2025-03-06,Clutch Replacement,216.67,Timing Belt,"Wagner, Flores and Rhodes",Jorge Schultz,2025-02-08
e4ecaa57-bf03-4de7-8722-2424aefecc18,2025-06-18,Fuel System Repair,1259.63,Exhaust System,Ryan-Parker,Hector Diaz,2025-03-28
a4308421-36e1-417c-a143-fb8524b4010e,2025-04-09,Suspension Repair,4595.25,Timing Belt,Holmes LLC,Andre Simmons,2025-04-02
5d36e4dc-4ffd-48d5-b733-10e5b7183f27,2025-06-24,Suspension Repair,3581.34,Exhaust System,Smith Inc,Joshua Green,2025-05-14
7b1d1044-1a2e-4b20-8676-c93db9f195a5,2025-05-03,Engine Repair,4485.48,Brake Pads,"Romero, Love and Chapman",Melanie Brock,2025-01-01
bed505cc-7d44-4018-bf5a-5be1ad691bbc,2025-06-05,Suspension Repair,4062.43,Timing Belt,Gomez-Green,Claudia Long,2025-01-12
d1c561b3-2287-4e74-90ec-0b4cd92b64e7,2025-03-07,Suspension Repair,537.18,Brake Pads,Greer Ltd,Luke Hawkins,2025-01-26
b53cfded-9adc-455e-acac-145c38d01a4c,2025-03-02,Transmission Repair,159.64,Shock Absorbers,"Ramos, Peters and Castillo",Charles Rodriguez,2025-05-21
52cffef9-b803-4734-9ce3-879ac654e201,2025-02-17,Brake Service,3325.42,Timing Belt,Barker LLC,Jennifer Brown,2025-03-24
1628cbb9-dce1-49a0-9fea-e94bdf21a51a,2025-04-28,Tire Replacement,2843.18,Exhaust System,Nash Inc,Ryan Villegas,2025-05-15
e12d8787-14cf-464f-89a5-41433a3d3de2,2025-03-29,Brake Service,2328.25,Timing Belt,Boyd Ltd,Marcus Jones,2025-05-18
bcf275c1-fc82-4bd8-8897-4a1fcb9beb48,2025-04-27,Battery Replacement,3585.47,Shock Absorbers,Garcia Inc,Joshua Gutierrez,2025-01-07
b917cedb-fbce-475c-883d-085e4a8dfffe,2025-05-26,Tire Replacement,2252.93,Shock Absorbers,Rodriguez and Sons,Victor Hubbard,2025-03-05
2178a76d-1cfa-4bfb-9a38-bd5977179c0b,2025-06-29,AC Repair,3029.5,Brake Pads,"White, Pearson and French",Jennifer Hurley,2025-01-05
6cce0201-0fcf-4fcd-842f-ff9cacf1f1c0,2025-02-01,AC Repair,2856.76,Brake Pads,Smith LLC,Tammie Brown,2025-02-05
197af58b-0365-49b9-a237-1151c4f57ed8,2025-02-26,Transmission Repair,4888.1,Shock Absorbers,Carter Inc,Melissa Davidson,2025-06-20
0af15995-9339-4c2b-b679-71b4a1f6734e,2025-07-05,Clutch Replacement,106.23,Alternator,"Davidson, Tucker and Clark",Karl Roberts,2025-02-22
58173984-535f-4206-97d6-b9078c4184d6,2025-04-06,Tire Replacement,1953.57,Radiator,"Hickman, Lewis and Martin",Morgan Nelson,2025-04-02
12864536-08f2-4e25-a2f3-73b5cd653cf0,2025-04-21,Engine Repair,4554.2,Alternator,"Torres, Cox and Garcia",Daniel Schneider,2025-01-17
f3c32de5-47b8-4a9c-962e-ad484fe2b825,2025-03-20,Fuel System Repair,4790.47,Alternator,Cox-Hess,Taylor Foley,2025-01-31
6ca993a4-39ab-4883-ae58-f49432622a6c,2025-04-26,Tire Replacement,611.49,Brake Pads,"Woods, Frederick and Thomas",Tammy Gill,2025-02-03
d96c92ee-81ae-4402-ae87-a3526aa3e5fb,2025-04-20,Brake Service,4814.83,Radiator,Singleton-Walker,Victor Herring,2025-04-30
16037262-11b6-4e22-948d-7254f1ca0ed1,2025-03-27,Suspension Repair,257.45,Radiator,"Clark, Schneider and Williams",Donald Lucero,2025-06-30
7d37dd12-d3b1-4828-8d0e-20e6d8e26f24,2025-04-24,Battery Replacement,428.01,Brake Pads,"Freeman, Kidd and Carter",Timothy Merritt,2025-06-05
507def87-c802-40b0-970b-d8a4f3b02d36,2025-03-16,Brake Service,964.74,Radiator,"Beck, Williams and Davis",Sara Butler,2025-06-13
61b4c65b-a2af-408c-ae5b-d14d47dc242f,2025-06-14,Transmission Repair,3431.56,Shock Absorbers,Rice LLC,Margaret Henderson,2025-01-13
72c2ef37-5258-44c4-b7fb-2068c4c88f91,2025-03-13,Transmission Repair,3565.48,Exhaust System,Garcia-Alexander,Johnathan Harris,2025-05-28
e00c83ef-a74c-4f36-979c-2e557ce8d8e7,2025-03-08,AC Repair,3461.28,Radiator,Brown and Sons,Julie Robinson,2025-06-01
abe2f7d8-11e5-4c6b-b4e8-3d2b3a1cfb8e,2025-03-12,Brake Service,849.19,Brake Pads,Adkins Ltd,Lance Holt,2025-01-16
e688547b-2e55-4ec0-901e-150740369ffd,2025-04-09,Fuel System Repair,4619.67,Shock Absorbers,Herrera Ltd,Jennifer Odom,2025-07-05
99cf491e-3c6c-4b16-9c0e-66b24395654d,2025-03-26,Tire Replacement,2098.42,Exhaust System,"Mcconnell, Griffin and Buchanan",Brenda Fleming,2025-02-05
24f62ea0-9945-4816-84a1-7fa79b01a791,2025-05-13,Battery Replacement,1578.01,Exhaust System,Freeman-Griffith,Jessica Miller,2025-05-13
6bf09010-ae8f-40aa-a1f2-a884344b82de,2025-02-23,Battery Replacement,1961.27,Shock Absorbers,Burns and Sons,Matthew Rogers,2025-02-23
0847e237-11e1-4933-8cd4-d7901ef322f4,2025-04-21,Suspension Repair,4512.47,Timing Belt,Terry-Robbins,Chad Guerrero,2025-05-15
c937a50a-d505-4a1b-a9d3-9ab1351de99e,2025-05-06,Engine Repair,226.7,Timing Belt,"Nguyen, Mcdonald and Bell",Ethan Glass,2025-03-10
b2a3ec0d-aa92-452e-811c-d733e2940193,2025-03-18,Clutch Replacement,3388.24,Timing Belt,Collins-Sheppard,Rachel Robinson,2025-02-07
f0b96527-f23b-42e9-97fe-c31b097a5caf,2025-03-05,Engine Repair,496.04,Timing Belt,Drake Inc,Sheila Richmond,2025-05-23
ebb9c6f2-2290-4603-b172-9b886dce9af4,2025-03-16,Engine Repair,4598.84,Alternator,"Robinson, Johnson and Dorsey",Todd Hernandez,2025-05-09
eeeb4df7-6e95-4cc0-9805-18414e461341,2025-04-15,Engine Repair,4578.91,Radiator,Diaz-Coleman,Michael Fuentes,2025-06-03
62ec92b4-eb0b-4e8e-98c5-609d53e4216b,2025-04-03,Brake Service,4784.31,Alternator,Morrison and Sons,Cheryl Marshall,2025-06-16
a350107a-fa78-41c7-8468-03f8005c94cc,2025-04-10,Suspension Repair,3563.28,Alternator,Winters Inc,Monica Price,2025-03-25
e939003a-bb09-4ea9-af89-fe05e1db8674,2025-03-23,Brake Service,2302.52,Alternator,"Glover, Martinez and Wood",Kelly Stanley,2025-01-20
571774e3-73cf-46bd-b389-3f458540373d,2025-07-04,Tire Replacement,2018.96,Brake Pads,Stein and Sons,Theresa Anderson,2025-01-18
e8ad3367-165c-4479-891d-c32bf2f17413,2025-06-16,Tire Replacement,509.48,Timing Belt,Parker-Anderson,Megan Lawrence,2025-02-19
28afa13f-dc07-448a-a31d-939074487d37,2025-04-20,Engine Repair,4763.39,Exhaust System,Pitts PLC,Angela Fuentes,2025-02-08
8fdf3d11-ff29-491d-867c-0e2fea2b4181,2025-01-31,Fuel System Repair,354.33,Shock Absorbers,Nguyen-Huerta,Taylor Holland,2025-05-06
b1b73782-15aa-4b57-8ab7-e62845f016b5,2025-03-13,Clutch Replacement,3907.02,Brake Pads,Meyer-Fletcher,Lisa Compton PhD,2025-05-26
00df2fd8-8206-48fe-89f3-5650773b1051,2025-01-04,Engine Repair,2386.12,Shock Absorbers,Olson Group,Christopher Dunn,2025-07-09
b1ef7623-9278-4f1f-b546-d7b923ac43bd,2025-05-13,Clutch Replacement,2388.56,Alternator,Murphy Ltd,Sandra Ortega,2025-01-18
ee8895f7-8fca-42e3-8b76-ac325ad84e30,2025-05-19,Transmission Repair,2693.74,Timing Belt,"Carter, Webb and Smith",Steven Smith,2025-06-10
9c893500-2384-4001-b637-589bdd9887d8,2025-03-24,Fuel System Repair,2218.29,Exhaust System,"Moore, Wallace and Gray",Adam Massey,2025-04-20
0e631cc3-23d0-41a9-b27a-375f2b27896e,2025-02-09,Suspension Repair,4548.88,Radiator,Walter Ltd,Laura Garcia,2025-05-07
dc12bf19-ccbf-44b5-a502-7bc5ab5378f0,2025-02-18,Suspension Repair,1397.95,Exhaust System,"Hernandez, White and Pierce",Amber Joseph,2025-01-19
74a2383a-b261-46e5-8ae8-5a0d467972eb,2025-01-10,Brake Service,857.31,Timing Belt,White-Howard,Mary Spence,2025-06-19
bfedd9f1-2e04-49fa-9b8f-a2d8ba76352c,2025-06-12,Suspension Repair,1484.16,Exhaust System,Perkins PLC,Scott Bell,2025-04-20
b38d9989-53b3-458d-9077-e497f94ee73b,2025-03-14,Brake Service,2948.08,Exhaust System,"Ruiz, Stewart and Wallace",Dalton Williams,2025-04-03
fa4b1a33-cd8c-46dc-b7ad-a0e1f4aa786c,2025-06-23,Battery Replacement,617.29,Alternator,Taylor PLC,Paul Howard,2025-06-14
45dc76c1-49de-44b9-b90d-9e227825d37a,2025-04-12,AC Repair,2953.82,Radiator,Gonzalez Ltd,Nicole Mccann,2025-01-20
ef18d11b-35ec-40d0-89d7-a56ae4486b39,2025-04-12,Fuel System Repair,2417.15,Exhaust System,Nguyen-Williams,Anita Ramirez,2025-02-13
f1a51849-c694-44b8-b3ad-ccc9bcd158d2,2025-03-13,Suspension Repair,2187.84,Alternator,"Hester, Miller and May",Kayla Rivera,2025-05-14
b828a2a1-3658-44c5-a5be-ec7a7c7cbb1c,2025-01-23,Battery Replacement,3415.83,Exhaust System,Long Ltd,Mr. Joseph Spencer,2025-07-02
30809828-511c-4402-ae41-d9d7edbdce97,2025-02-08,Fuel System Repair,4813.13,Shock Absorbers,"Hughes, Fields and Sanchez",Megan Anderson,2025-06-26
22362bc0-324a-470e-89a2-6c584f85950e,2025-05-09,Brake Service,1470.23,Radiator,"Mcclure, Young and Montgomery",Ashley Robbins,2025-04-28
c9d5660a-66d4-4d78-8f58-e5f5c3fee9a0,2025-05-06,Engine Repair,4532.03,Alternator,"Griffin, Stewart and Snyder",Michelle Turner,2025-06-02
76fd8aa9-1f88-466d-bd8a-bc6fd18e6a9d,2025-01-31,Tire Replacement,4286.02,Alternator,Sutton PLC,Louis Elliott,2025-06-19
983d118a-5b31-4f25-b327-1f8747f859fd,2025-02-19,AC Repair,1340.44,Shock Absorbers,"Bullock, Thomas and Martinez",Stephanie Adams,2025-05-18
e8b012cd-b19a-4b07-a180-a941e7b5e2ff,2025-04-17,Transmission Repair,3465.71,Timing Belt,Rhodes Group,William Rodriguez,2025-07-06
55168edb-56f5-4cf4-9f3c-9cb31229568f,2025-03-01,Battery Replacement,2240.57,Alternator,Ross-Grant,Brianna Walker,2025-04-07
6757586b-5b38-4df2-8dd3-195ccdb94590,2025-04-10,Tire Replacement,117.91,Exhaust System,Fleming-Holloway,Abigail Myers,2025-03-12
86b79db2-36b1-4534-b254-7b4d7ec84956,2025-06-06,Clutch Replacement,4154.88,Alternator,Bradley PLC,Matthew Walker,2025-01-14
31a3ae81-d59a-44a1-9b7f-55358653babf,2025-06-12,Tire Replacement,831.13,Alternator,Hawkins Ltd,David Clarke,2025-04-30
05c8ec57-f1ad-4155-ab51-e8ffdc0bcbcb,2025-03-26,AC Repair,1949.03,Timing Belt,Lowe Inc,Catherine Gross,2025-04-02
eb864150-0bed-4523-8ef0-a29fdee6990a,2025-02-16,Engine Repair,2384.02,Brake Pads,Hamilton Inc,Jesse Cardenas,2025-05-10
2dd30d24-7ccb-44f7-a899-1c3abb4b1f82,2025-01-27,Suspension Repair,285.65,Timing Belt,Parker-Horne,Daniel Arnold,2025-05-15
c42238f5-b7e6-4496-8ae8-9808078648ef,2025-06-09,Engine Repair,4123.89,Shock Absorbers,Stein Group,Hannah Frost,2025-03-07
a59637fa-e93a-42d1-8034-7be6a91da387,2025-02-14,Brake Service,2772.5,Brake Pads,Williams Ltd,Angela Morgan,2025-06-08
0dc016d6-b5af-4e8d-b9be-ee20ffe5d937,2025-03-21,Engine Repair,814.27,Brake Pads,Rivera Ltd,Ronald Frazier,2025-07-05
002d6bf8-e878-4e99-b3b8-3cf48ad72050,2025-02-18,Tire Replacement,2317.22,Alternator,Lopez Inc,Nicholas Gallegos,2025-03-22
c846c89f-04ee-4364-aac0-70877d541cb5,2025-01-23,Tire Replacement,2631.05,Shock Absorbers,"Lopez, Shaffer and Hill",Thomas Williamson,2025-01-18
c26a7856-901a-42d8-8f43-3bbd2b50283b,2025-07-10,AC Repair,3053.62,Radiator,Rodriguez Group,Brandon Martin,2025-05-24
02e745ec-1824-4d33-aaa4-e01a93c333bf,2025-01-18,Fuel System Repair,3129.83,Brake Pads,Giles Group,Jeffrey Jimenez,2025-02-20
52b479d4-247c-4bdf-82a1-5791f4e2db2a,2025-01-26,AC Repair,2302.85,Radiator,"Martinez, Miller and Murray",Carolyn Chapman,2025-06-25
40749d52-1dfb-4d1a-bff2-c1e73075dd4c,2025-06-09,Transmission Repair,389.41,Timing Belt,"Schultz, Wilson and Davis",Andrea Smith,2025-03-19
1c672296-5177-462e-b88f-a44033e29a33,2025-05-29,Transmission Repair,1160.03,Alternator,"Bryan, Bennett and Molina",Christian Yates,2025-04-07
585fe056-bebb-4c15-977b-eb2cd6aa08d8,2025-05-27,AC Repair,2290.32,Alternator,"Lester, Cruz and Rosario",Steven Stevenson,2025-03-27
8204f831-7bfa-4faa-9682-e457e367dbf9,2025-05-14,Fuel System Repair,4502.73,Radiator,Rangel-Mason,David Tanner,2025-04-26
8b2c0498-f76d-42a8-a8d9-b96017c4df6f,2025-01-10,AC Repair,3000.54,Brake Pads,Martinez Inc,Michael Sullivan,2025-04-20
388482ef-bbdf-44f6-b4e0-754e31803d91,2025-04-09,AC Repair,2211.22,Brake Pads,Nelson-Long,Joshua Wagner,2025-02-07
3b128f56-d220-44bb-ab07-852c2d2a9c72,2025-01-03,Battery Replacement,202.5,Alternator,"Allen, Hansen and Martin",Justin Lindsey,2025-05-14
7e0a8d25-1b5a-4780-beef-74544ebba198,2025-07-04,Clutch Replacement,4613.38,Alternator,Williams Ltd,Madeline Hendricks,2025-01-18
1704fde0-5274-4768-a25d-88d65446a7b1,2025-03-23,Clutch Replacement,819.31,Alternator,Bird-Brown,Michael Gibson,2025-06-26
4b95aa23-9655-438a-bf85-7d3c3b497f45,2025-06-18,Battery Replacement,903.15,Radiator,"Mccann, Murphy and Ruiz",Jessica Wilson,2025-06-21
29a8ecab-8f0c-4d55-b39b-788d58d031bd,2025-04-16,Suspension Repair,903.78,Alternator,Hunter LLC,Ruth Turner,2025-02-09
49b32865-3ee6-4c3c-9a6c-6d568f688d5f,2025-03-18,Engine Repair,675.64,Alternator,"Horton, Cochran and Davis",Julie Wright,2025-05-11
49728974-d306-4b07-816d-18f167f99e6c,2025-07-04,Clutch Replacement,874.83,Exhaust System,Hart-Lyons,Samantha Meyers,2025-04-09
74d34a7d-6eb9-46e3-afe3-11175198cfee,2025-03-06,Engine Repair,594.58,Shock Absorbers,Smith LLC,Trevor Davis,2025-01-07
a3d2f308-1f2d-49a2-bb24-307fe688f72f,2025-04-25,Transmission Repair,2392.19,Alternator,Cummings Ltd,Alexandra Williams,2025-02-21
9860b212-1dae-48ef-9539-b33864e63ff0,2025-05-18,Transmission Repair,443.98,Exhaust System,Bryant and Sons,Jamie Gay,2025-05-11
a424907c-5df8-44f2-b230-a1c16187f532,2025-03-14,AC Repair,600.64,Brake Pads,Wilson-Rodriguez,Nicolas Edwards,2025-01-19
68232c10-5d6d-4bda-80ab-02996b7b2344,2025-02-12,Engine Repair,3741.27,Alternator,"Mahoney, Gonzalez and Brown",Heather Taylor,2025-03-07
6e423c6b-8aec-4e4b-b743-9544a021ff31,2025-05-17,Transmission Repair,2237.57,Exhaust System,"Nicholson, Pineda and Dillon",Austin Sampson,2025-01-02
b4393c6e-0b52-4b8b-9a63-8141f48716e9,2025-06-29,Battery Replacement,4082.09,Radiator,Boyer-Campbell,Jennifer Williams,2025-05-08
b47cb906-087a-4f0e-b214-7e164f030a9d,2025-01-20,Engine Repair,2076.51,Exhaust System,Castro LLC,Matthew Mcclain,2025-07-07
5c69dc09-455a-4ebc-b673-5bc8227191ea,2025-05-18,Brake Service,3906.59,Exhaust System,"Miller, Mcpherson and Baker",Ernest Rodriguez,2025-04-07
11370300-6a74-4fb1-baad-9245f2e30484,2025-01-05,Engine Repair,4782.78,Shock Absorbers,Love-Armstrong,Cindy Thompson,2025-02-27
eb982644-7330-453a-94d3-f32b66d5ff85,2025-05-07,Battery Replacement,2240.79,Exhaust System,Davis PLC,Donna Thomas,2025-05-14
574d1813-d506-49eb-8a29-eef0acef69ef,2025-03-28,Fuel System Repair,1048.84,Brake Pads,Travis LLC,Kevin Bullock,2025-06-26
f61110f6-2487-4ca1-a07d-b56a1ca8c06d,2025-04-19,Clutch Replacement,2736.76,Brake Pads,Tran-Young,Kevin Ramsey,2025-03-31
4271f649-821d-4674-b644-64232c789d22,2025-05-25,Battery Replacement,3812.01,Shock Absorbers,Gonzalez PLC,Regina Jacobs,2025-06-21
